0 9925000 xx^xx-sil+j=i/A:xx+xx+xx/B:xx-xx_xx/C:xx_xx+xx/D:02+xx_xx/E:xx_xx!xx_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:4_4%0_xx_xx/H:xx_xx/I:xx-xx@xx+xx&xx-xx|xx+xx/J:4_14/K:3+12-49
9925000 10225000 xx^sil-j+i=sh/A:-3+1+4/B:xx-xx_xx/C:02_xx+xx/D:13+xx_xx/E:xx_xx!xx_xx-xx/F:4_4#0_xx@1_4|1_14/G:2_2%0_xx_1/H:xx_xx/I:4-14@1+3&1-12|1+49/J:5_20/K:3+12-49
10225000 11125000 sil^j-i+sh=o/A:-3+1+4/B:xx-xx_xx/C:02_xx+xx/D:13+xx_xx/E:xx_xx!xx_xx-xx/F:4_4#0_xx@1_4|1_14/G:2_2%0_xx_1/H:xx_xx/I:4-14@1+3&1-12|1+49/J:5_20/K:3+12-49
11125000 12225000 j^i-sh+o=o/A:-2+2+3/B:xx-xx_xx/C:02_xx+xx/D:13+xx_xx/E:xx_xx!xx_xx-xx/F:4_4#0_xx@1_4|1_14/G:2_2%0_xx_1/H:xx_xx/I:4-14@1+3&1-12|1+49/J:5_20/K:3+12-49
12225000 13825000 i^sh-o+o=t/A:-2+2+3/B:xx-xx_xx/C:02_xx+xx/D:13+xx_xx/E:xx_xx!xx_xx-xx/F:4_4#0_xx@1_4|1_14/G:2_2%0_xx_1/H:xx_xx/I:4-14@1+3&1-12|1+49/J:5_20/K:3+12-49
13825000 14325000 sh^o-o+t=o/A:-1+3+2/B:xx-xx_xx/C:02_xx+xx/D:13+xx_xx/E:xx_xx!xx_xx-xx/F:4_4#0_xx@1_4|1_14/G:2_2%0_xx_1/H:xx_xx/I:4-14@1+3&1-12|1+49/J:5_20/K:3+12-49
14325000 14725000 o^o-t+o=sh/A:0+4+1/B:02-xx_xx/C:13_xx+xx/D:20+4_1/E:xx_xx!xx_xx-xx/F:4_4#0_xx@1_4|1_14/G:2_2%0_xx_1/H:xx_xx/I:4-14@1+3&1-12|1+49/J:5_20/K:3+12-49
14725000 15225000 o^t-o+sh=I/A:0+4+1/B:02-xx_xx/C:13_xx+xx/D:20+4_1/E:xx_xx!xx_xx-xx/F:4_4#0_xx@1_4|1_14/G:2_2%0_xx_1/H:xx_xx/I:4-14@1+3&1-12|1+49/J:5_20/K:3+12-49
15225000 15625000 t^o-sh+I=t/A:-1+1+2/B:13-xx_xx/C:20_4+1/D:12+xx_xx/E:4_4!0_xx-1/F:2_2#0_xx@2_3|5_10/G:5_5%0_xx_1/H:xx_xx/I:4-14@1+3&1-12|1+49/J:5_20/K:3+12-49
15625000 16025000 o^sh-I+t=e/A:-1+1+2/B:13-xx_xx/C:20_4+1/D:12+xx_xx/E:4_4!0_xx-1/F:2_2#0_xx@2_3|5_10/G:5_5%0_xx_1/H:xx_xx/I:4-14@1+3&1-12|1+49/J:5_20/K:3+12-49
16025000 17125000 sh^I-t+e=k/A:0+2+1/B:20-4_1/C:12_xx+xx/D:19+xx_xx/E:4_4!0_xx-1/F:2_2#0_xx@2_3|5_10/G:5_5%0_xx_1/H:xx_xx/I:4-14@1+3&1-12|1+49/J:5_20/K:3+12-49
17125000 17725000 I^t-e+k=a/A:0+2+1/B:20-4_1/C:12_xx+xx/D:19+xx_xx/E:4_4!0_xx-1/F:2_2#0_xx@2_3|5_10/G:5_5%0_xx_1/H:xx_xx/I:4-14@1+3&1-12|1+49/J:5_20/K:3+12-49
17725000 18525000 t^e-k+a=N/A:-4+1+5/B:12-xx_xx/C:19_xx+xx/D:10+7_3/E:2_2!0_xx-1/F:5_5#0_xx@3_2|7_8/G:3_2%0_xx_1/H:xx_xx/I:4-14@1+3&1-12|1+49/J:5_20/K:3+12-49
18525000 19525000 e^k-a+N=t/A:-4+1+5/B:12-xx_xx/C:19_xx+xx/D:10+7_3/E:2_2!0_xx-1/F:5_5#0_xx@3_2|7_8/G:3_2%0_xx_1/H:xx_xx/I:4-14@1+3&1-12|1+49/J:5_20/K:3+12-49
19525000 20025000 k^a-N+t=a/A:-3+2+4/B:12-xx_xx/C:19_xx+xx/D:10+7_3/E:2_2!0_xx-1/F:5_5#0_xx@3_2|7_8/G:3_2%0_xx_1/H:xx_xx/I:4-14@1+3&1-12|1+49/J:5_20/K:3+12-49
20025000 20724999 a^N-t+a=N/A:-2+3+3/B:12-xx_xx/C:19_xx+xx/D:10+7_3/E:2_2!0_xx-1/F:5_5#0_xx@3_2|7_8/G:3_2%0_xx_1/H:xx_xx/I:4-14@1+3&1-12|1+49/J:5_20/K:3+12-49
20724999 21325000 N^t-a+N=n/A:-2+3+3/B:12-xx_xx/C:19_xx+xx/D:10+7_3/E:2_2!0_xx-1/F:5_5#0_xx@3_2|7_8/G:3_2%0_xx_1/H:xx_xx/I:4-14@1+3&1-12|1+49/J:5_20/K:3+12-49
21325000 21625000 t^a-N+n=a/A:-1+4+2/B:12-xx_xx/C:19_xx+xx/D:10+7_3/E:2_2!0_xx-1/F:5_5#0_xx@3_2|7_8/G:3_2%0_xx_1/H:xx_xx/I:4-14@1+3&1-12|1+49/J:5_20/K:3+12-49
21625000 22225000 a^N-n+a=k/A:0+5+1/B:19-xx_xx/C:10_7+3/D:22+xx_xx/E:2_2!0_xx-1/F:5_5#0_xx@3_2|7_8/G:3_2%0_xx_1/H:xx_xx/I:4-14@1+3&1-12|1+49/J:5_20/K:3+12-49
22225000 22825000 N^n-a+k=o/A:0+5+1/B:19-xx_xx/C:10_7+3/D:22+xx_xx/E:2_2!0_xx-1/F:5_5#0_xx@3_2|7_8/G:3_2%0_xx_1/H:xx_xx/I:4-14@1+3&1-12|1+49/J:5_20/K:3+12-49
22825000 23625000 n^a-k+o=t/A:-1+1+3/B:10-7_3/C:22_xx+xx/D:13+xx_xx/E:5_5!0_xx-1/F:3_2#0_xx@4_1|12_3/G:4_2%0_xx_0/H:xx_xx/I:4-14@1+3&1-12|1+49/J:5_20/K:3+12-49
23625000 24125000 a^k-o+t=o/A:-1+1+3/B:10-7_3/C:22_xx+xx/D:13+xx_xx/E:5_5!0_xx-1/F:3_2#0_xx@4_1|12_3/G:4_2%0_xx_0/H:xx_xx/I:4-14@1+3&1-12|1+49/J:5_20/K:3+12-49
24125000 25025000 k^o-t+o=o/A:0+2+2/B:10-7_3/C:22_xx+xx/D:13+xx_xx/E:5_5!0_xx-1/F:3_2#0_xx@4_1|12_3/G:4_2%0_xx_0/H:xx_xx/I:4-14@1+3&1-12|1+49/J:5_20/K:3+12-49
25025000 27125000 o^t-o+o=pau/A:0+2+2/B:10-7_3/C:22_xx+xx/D:13+xx_xx/E:5_5!0_xx-1/F:3_2#0_xx@4_1|12_3/G:4_2%0_xx_0/H:xx_xx/I:4-14@1+3&1-12|1+49/J:5_20/K:3+12-49
