0 2725000 xx^xx-sil+w=a/A:xx+xx+xx/B:xx-xx_xx/C:xx_xx+xx/D:04+xx_xx/E:xx_xx!xx_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:6_3%0_xx_xx/H:xx_xx/I:xx-xx@xx+xx&xx-xx|xx+xx/J:1_6/K:3+13-53
2725000 3125000 xx^sil-w+a=t/A:-2+1+6/B:xx-xx_xx/C:04_xx+xx/D:15+xx_xx/E:xx_xx!xx_xx-xx/F:6_3#0_xx@1_1|1_6/G:6_4%0_xx_0/H:xx_xx/I:1-6@1+3&1-13|1+53/J:6_22/K:3+13-53
3125000 3925000 sil^w-a+t=a/A:-2+1+6/B:xx-xx_xx/C:04_xx+xx/D:15+xx_xx/E:xx_xx!xx_xx-xx/F:6_3#0_xx@1_1|1_6/G:6_4%0_xx_0/H:xx_xx/I:1-6@1+3&1-13|1+53/J:6_22/K:3+13-53
3925000 4425000 w^a-t+a=sh/A:-1+2+5/B:xx-xx_xx/C:04_xx+xx/D:15+xx_xx/E:xx_xx!xx_xx-xx/F:6_3#0_xx@1_1|1_6/G:6_4%0_xx_0/H:xx_xx/I:1-6@1+3&1-13|1+53/J:6_22/K:3+13-53
4425000 5024999 a^t-a+sh=i/A:-1+2+5/B:xx-xx_xx/C:04_xx+xx/D:15+xx_xx/E:xx_xx!xx_xx-xx/F:6_3#0_xx@1_1|1_6/G:6_4%0_xx_0/H:xx_xx/I:1-6@1+3&1-13|1+53/J:6_22/K:3+13-53
5024999 5425000 t^a-sh+i=t/A:0+3+4/B:xx-xx_xx/C:04_xx+xx/D:15+xx_xx/E:xx_xx!xx_xx-xx/F:6_3#0_xx@1_1|1_6/G:6_4%0_xx_0/H:xx_xx/I:1-6@1+3&1-13|1+53/J:6_22/K:3+13-53
5425000 5725000 a^sh-i+t=a/A:0+3+4/B:xx-xx_xx/C:04_xx+xx/D:15+xx_xx/E:xx_xx!xx_xx-xx/F:6_3#0_xx@1_1|1_6/G:6_4%0_xx_0/H:xx_xx/I:1-6@1+3&1-13|1+53/J:6_22/K:3+13-53
5725000 6425000 sh^i-t+a=ch/A:1+4+3/B:04-xx_xx/C:15_xx+xx/D:24+xx_xx/E:xx_xx!xx_xx-xx/F:6_3#0_xx@1_1|1_6/G:6_4%0_xx_0/H:xx_xx/I:1-6@1+3&1-13|1+53/J:6_22/K:3+13-53
6425000 7025000 i^t-a+ch=i/A:1+4+3/B:04-xx_xx/C:15_xx+xx/D:24+xx_xx/E:xx_xx!xx_xx-xx/F:6_3#0_xx@1_1|1_6/G:6_4%0_xx_0/H:xx_xx/I:1-6@1+3&1-13|1+53/J:6_22/K:3+13-53
7025000 7725000 t^a-ch+i=w/A:2+5+2/B:04-xx_xx/C:15_xx+xx/D:24+xx_xx/E:xx_xx!xx_xx-xx/F:6_3#0_xx@1_1|1_6/G:6_4%0_xx_0/H:xx_xx/I:1-6@1+3&1-13|1+53/J:6_22/K:3+13-53
7725000 8025000 a^ch-i+w=a/A:2+5+2/B:04-xx_xx/C:15_xx+xx/D:24+xx_xx/E:xx_xx!xx_xx-xx/F:6_3#0_xx@1_1|1_6/G:6_4%0_xx_0/H:xx_xx/I:1-6@1+3&1-13|1+53/J:6_22/K:3+13-53
