0 4625000 xx^xx-sil+k=o/A:xx+xx+xx/B:xx-xx_xx/C:xx_xx+xx/D:07+xx_xx/E:xx_xx!xx_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:3_3%0_xx_xx/H:xx_xx/I:xx-xx@xx+xx&xx-xx|xx+xx/J:3_11/K:3+12-45
4625000 5225000 xx^sil-k+o=N/A:-2+1+3/B:xx-xx_xx/C:07_xx+xx/D:22+xx_xx/E:xx_xx!xx_xx-xx/F:3_3#0_xx@1_3|1_11/G:3_2%0_xx_1/H:xx_xx/I:3-11@1+3&1-12|1+45/J:5_20/K:3+12-45
5225000 6225000 sil^k-o+N=n/A:-2+1+3/B:xx-xx_xx/C:07_xx+xx/D:22+xx_xx/E:xx_xx!xx_xx-xx/F:3_3#0_xx@1_3|1_11/G:3_2%0_xx_1/H:xx_xx/I:3-11@1+3&1-12|1+45/J:5_20/K:3+12-45
6225000 7025000 k^o-N+n=a/A:-1+2+2/B:xx-xx_xx/C:07_xx+xx/D:22+xx_xx/E:xx_xx!xx_xx-xx/F:3_3#0_xx@1_3|1_11/G:3_2%0_xx_1/H:xx_xx/I:3-11@1+3&1-12|1+45/J:5_20/K:3+12-45
7025000 7425000 o^N-n+a=k/A:0+3+1/B:xx-xx_xx/C:07_xx+xx/D:22+xx_xx/E:xx_xx!xx_xx-xx/F:3_3#0_xx@1_3|1_11/G:3_2%0_xx_1/H:xx_xx/I:3-11@1+3&1-12|1+45/J:5_20/K:3+12-45
7425000 8125000 N^n-a+k=o/A:0+3+1/B:xx-xx_xx/C:07_xx+xx/D:22+xx_xx/E:xx_xx!xx_xx-xx/F:3_3#0_xx@1_3|1_11/G:3_2%0_xx_1/H:xx_xx/I:3-11@1+3&1-12|1+45/J:5_20/K:3+12-45
8125000 8625000 n^a-k+o=t/A:-1+1+3/B:07-xx_xx/C:22_xx+xx/D:13+xx_xx/E:3_3!0_xx-1/F:3_2#0_xx@2_2|4_8/G:5_3%0_xx_1/H:xx_xx/I:3-11@1+3&1-12|1+45/J:5_20/K:3+12-45
8625000 9625000 a^k-o+t=o/A:-1+1+3/B:07-xx_xx/C:22_xx+xx/D:13+xx_xx/E:3_3!0_xx-1/F:3_2#0_xx@2_2|4_8/G:5_3%0_xx_1/H:xx_xx/I:3-11@1+3&1-12|1+45/J:5_20/K:3+12-45
9625000 10125000 k^o-t+o=o/A:0+2+2/B:07-xx_xx/C:22_xx+xx/D:13+xx_xx/E:3_3!0_xx-1/F:3_2#0_xx@2_2|4_8/G:5_3%0_xx_1/H:xx_xx/I:3-11@1+3&1-12|1+45/J:5_20/K:3+12-45
10125000 10625000 o^t-o+o=i/A:0+2+2/B:07-xx_xx/C:22_xx+xx/D:13+xx_xx/E:3_3!0_xx-1/F:3_2#0_xx@2_2|4_8/G:5_3%0_xx_1/H:xx_xx/I:3-11@1+3&1-12|1+45/J:5_20/K:3+12-45
10625000 11924999 t^o-o+i=i/A:1+3+1/B:22-xx_xx/C:13_xx+xx/D:20+1_1/E:3_3!0_xx-1/F:3_2#0_xx@2_2|4_8/G:5_3%0_xx_1/H:xx_xx/I:3-11@1+3&1-12|1+45/J:5_20/K:3+12-45
11924999 13625000 o^o-i+i=n/A:-2+1+5/B:13-xx_xx/C:20_1+1/D:12+xx_xx/E:3_2!0_xx-1/F:5_3#0_xx@3_1|7_5/G:2_2%0_xx_0/H:xx_xx/I:3-11@1+3&1-12|1+45/J:5_20/K:3+12-45
13625000 13925000 o^i-i+n=a/A:-1+2+4/B:13-xx_xx/C:20_1+1/D:12+xx_xx/E:3_2!0_xx-1/F:5_3#0_xx@3_1|7_5/G:2_2%0_xx_0/H:xx_xx/I:3-11@1+3&1-12|1+45/J:5_20/K:3+12-45
13925000 14424999 i^i-n+a=g/A:0+3+3/B:20-1_1/C:12_xx+xx/D:02+xx_xx/E:3_2!0_xx-1/F:5_3#0_xx@3_1|7_5/G:2_2%0_xx_0/H:xx_xx/I:3-11@1+3&1-12|1+45/J:5_20/K:3+12-45
14424999 15025000 i^n-a+g=a/A:0+3+3/B:20-1_1/C:12_xx+xx/D:02+xx_xx/E:3_2!0_xx-1/F:5_3#0_xx@3_1|7_5/G:2_2%0_xx_0/H:xx_xx/I:3-11@1+3&1-12|1+45/J:5_20/K:3+12-45
15025000 15725000 n^a-g+a=r/A:1+4+2/B:20-1_1/C:12_xx+xx/D:02+xx_xx/E:3_2!0_xx-1/F:5_3#0_xx@3_1|7_5/G:2_2%0_xx_0/H:xx_xx/I:3-11@1+3&1-12|1+45/J:5_20/K:3+12-45
15725000 16125000 a^g-a+r=a/A:1+4+2/B:20-1_1/C:12_xx+xx/D:02+xx_xx/E:3_2!0_xx-1/F:5_3#0_xx@3_1|7_5/G:2_2%0_xx_0/H:xx_xx/I:3-11@1+3&1-12|1+45/J:5_20/K:3+12-45
16125000 16625000 g^a-r+a=pau/A:2+5+1/B:20-1_1/C:12_xx+xx/D:02+xx_xx/E:3_2!0_xx-1/F:5_3#0_xx@3_1|7_5/G:2_2%0_xx_0/H:xx_xx/I:3-11@1+3&1-12|1+45/J:5_20/K:3+12-45
16625000 18925000 a^r-a+pau=k/A:2+5+1/B:20-1_1/C:12_xx+xx/D:02+xx_xx/E:3_2!0_xx-1/F:5_3#0_xx@3_1|7_5/G:2_2%0_xx_0/H:xx_xx/I:3-11@1+3&1-12|1+45/J:5_20/K:3+12-45
18925000 19625000 r^a-pau+k=i/A:xx+xx+xx/B:12-xx_xx/C:xx_xx+xx/D:02+xx_xx/E:5_3!0_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:2_2%0_xx_xx/H:3_11/I:xx-xx@xx+xx&xx-xx|xx+xx/J:5_20/K:3+12-45
